Name,team,FantasyPoints
Barrett Brooks,mercyhurst,0.0
Andrew LeBlanc,mercyhurst,0.0
Dominik Bartecko,mercyhurst,0.0
Ryan Coughlin,mercyhurst,0.0
Jacob Leblanc,mercyhurst,0.0
Riley Fitzgerald,mercyhurst,0.0
Kaden Muir,mercyhurst,0.0
Will Schumacher,mercyhurst,0.0
Noah Sedore,mercyhurst,0.0
Christian Kocsis,mercyhurst,0.0
Matteo Disipio,mercyhurst,0.0
Spencer Smith,mercyhurst,0.0
Alexander Dimitriadis,mercyhurst,0.0
Tyler Nasca,mercyhurst,0.0
Charles-Edward Gravel,mercyhurst,0.0
Salvatore Evola,mercyhurst,0.0
Jospeh Serpa,mercyhurst,0.0
Connor Pelc,mercyhurst,0.0
Tyler Haskins,mercyhurst,0.0
Simon Bucheler,mercyhurst,0.0
Nathan King,merrimack,0.0
Filip Nordberg,merrimack,0.0
Seamus Powell,merrimack,0.0
Daniel Astapovich,merrimack,0.0
Ethan Beyer,merrimack,0.0
Hunter Mayo,merrimack,0.0
Jack Richard,merrimack,0.0
Trevor Hoskin,merrimack,0.0
Nick Pierre,merrimack,0.0
Parker Lalonde,merrimack,0.0
Joseph Henneberry,merrimack,0.0
Riley Bassen,merrimack,0.0
Matthew Campbell,merrimack,0.0
Ty Daneault,merrimack,0.0
Cam Kungle,merrimack,0.0
Mark Hillier,merrimack,0.0
Nolan Flamand,merrimack,0.0
Caden Cranston,merrimack,0.0
Trent Ballentyne,merrimack,0.0
Austin Oravetz,merrimack,0.0
Luke Weilandt,merrimack,0.0
Michael Emerson,merrimack,0.0
Benjamin Yurchuk,merrimack,0.0
Ryan O'Connell,merrimack,0.0
Caelan Fitzpatrick,merrimack,0.0
Nils Wallstrom,merrimack,0.0
Ryan Keyes,merrimack,0.0
Max Lundgren,merrimack,0.0
Shaun McEwen,miami,0.0
Nick Donato,miami,0.0
Michael Quinn,miami,0.0
Charlie Michaud,miami,0.0
John Emmons,miami,0.0
Kyle Aucoin,miami,0.0
Nicholas Mikan,miami,0.0
Justin Stupka,miami,0.0
Owen Lalonde,miami,0.0
Kocha Delic,miami,0.0
Ryan Smith,miami,0.0
Maximilion Helgeson,miami,0.0
Ilia Morozov,miami,0.0
Doug Grimes,miami,0.0
David Deputy,miami,0.0
Bradley Walker,miami,0.0
Brayden Morrison,miami,0.0
Blake Mesenburg,miami,0.0
Shika Gadzhiev,miami,0.0
Casper Nassen,miami,0.0
Benji Motew,miami,0.0
Ryder Thompson,miami,0.0
Matteo Drobac,miami,0.0
Ethan Hay,miami,0.0
Vladislav Lukashevich,miami,0.0
Michael Phelan,miami,0.0
David Grosek,miami,0.0
Matteo Giampa,miami,0.0
Trey Augustine,michigan-state,0.0
Patrick Geary,michigan-state,0.0
Sean Barnhill,michigan-state,0.0
Colin Ralph,michigan-state,0.0
Travis Shoudy,michigan-state,0.0
Cole Ward,michigan-state,0.0
Maxim Štrbák,michigan-state,0.0
Matt Basgall,michigan-state,0.0
Tommi Männistö,michigan-state,0.0
Owen West,michigan-state,0.0
Griffin Jurecki,michigan-state,0.0
Tiernan Shoudy,michigan-state,0.0
Matthew Lahey,michigan-state,0.0
Charlie Stramel,michigan-state,0.0
Ryker Lee,michigan-state,0.0
Austin Baker,michigan-state,0.0
Daniel Russell,michigan-state,0.0
Anthony Romani,michigan-state,0.0
Porter Martone,michigan-state,0.0
Shane Vansaghi,michigan-state,0.0
Nathan Mackie,michigan-state,0.0
Cole Burke,michigan-state,0.0
Eric Nilson,michigan-state,0.0
Cayden Lindstrom,michigan-state,0.0
Gavin O'Connell,michigan-state,0.0
Dolan Gilbert,michigan-state,0.0
Melvin Strahl,michigan-state,0.0
Tom Leppa,michigan-tech,0.0
Rylan Brown,michigan-tech,0.0
Jack Anderson,michigan-tech,0.0
Max Matthews,michigan-tech,0.0
Brayden Boehm,michigan-tech,0.0
Kasper Vaharautio,michigan-tech,0.0
Kalem Parker,michigan-tech,0.0
Carson Latimer,michigan-tech,0.0
Elias Jansson,michigan-tech,0.0
Owen Baker,michigan-tech,0.0
Ryan Abraham,michigan-tech,0.0
Tyler Miller,michigan-tech,0.0
Max Koskipirtti,michigan-tech,0.0
Carson Birnie,michigan-tech,0.0
Isaac Gordon,michigan-tech,0.0
Reid Daavettila,michigan-tech,0.0
Noah Reinhart,michigan-tech,0.0
Michael Cicek,michigan-tech,0.0
Joe Prouty,michigan-tech,0.0
Reid Andresen,michigan-tech,0.0
Matthew Van Blaricom,michigan-tech,0.0
Trevor Kukkonen,michigan-tech,0.0
Rylan Gould,michigan-tech,0.0
Braden Pietila,michigan-tech,0.0
Luca Fasciano,michigan-tech,0.0
Lauri Raiman,michigan-tech,0.0
Teydon Trembecky,michigan-tech,0.0
Ryder Matter,michigan-tech,0.0
Max Vayrynen,michigan-tech,0.0
Bryant Lee,michigan-tech,0.0
Owen Bartoszkiewicz,michigan-tech,0.0
Ryan Manzella,michigan-tech,0.0
Stiven Sardarian,michigan-tech,0.0
Hunter Hady,michigan,0.0
Asher Barnett,michigan,0.0
Tyler Duke,michigan,0.0
Josh Eernisse,michigan,0.0
Dakoda Rheaume-Mullen,michigan,0.0
Teddy Spitznagel,michigan,0.0
Nick Moldenhauer,michigan,0.0
Drew Schock,michigan,0.0
Cole McKinney,michigan,0.0
T.J. Hughes,michigan,0.0
Aidan Park,michigan,0.0
Garrett Schifsky,michigan,0.0
Jayden Perron,michigan,0.0
Michael Hage,michigan,0.0
Ben Robertson,michigan,0.0
Miles Gust,michigan,0.0
Malcolm Spence,michigan,0.0
Stephen Peck,michigan,0.0
Kienan Draper,michigan,0.0
Julian Molinaro,michigan,0.0
Will Horcoff,michigan,0.0
Luca Fantilli,michigan,0.0
Josh Orrico,michigan,0.0
Jack Ivankovic,michigan,0.0
Henry Mews,michigan,0.0
Adam Valentini,michigan,0.0
Matthew Mania,michigan,0.0
Ty Hanson,minnesota-duluth,0.0
Jake Toll,minnesota-duluth,0.0
Brady Cleveland,minnesota-duluth,0.0
Adam Kleber,minnesota-duluth,0.0
Aaron Pionk,minnesota-duluth,0.0
Max Plante,minnesota-duluth,0.0
Hunter Anderson,minnesota-duluth,0.0
Daniel Shlaine,minnesota-duluth,0.0
Blake Bechen,minnesota-duluth,0.0
Jayson Shaugabay,minnesota-duluth,0.0
Joey Pierce,minnesota-duluth,0.0
Harper Bentz,minnesota-duluth,0.0
Riley Bodnarchuk,minnesota-duluth,0.0
Braden Fischer,minnesota-duluth,0.0
Ryan Zaremba,minnesota-duluth,0.0
Kyle Gaffney,minnesota-duluth,0.0
Scout Truman,minnesota-duluth,0.0
Callum Arnott,minnesota-duluth,0.0
Zam Plante,minnesota-duluth,0.0
Luke Bibby,minnesota-duluth,0.0
Adam Gajan,minnesota-duluth,0.0
Ethan Dahlmeir,minnesota-duluth,0.0
Cole Sheffield,minnesota-duluth,0.0
Grayden Siepmann,minnesota-duluth,0.0
Kyler Kovich,minnesota-duluth,0.0
Trevor Stachowiak,minnesota-duluth,0.0
Jacob Conrad,minnesota-state,0.0
Mason Wheeler,minnesota-state,0.0
Bryce Strand,minnesota-state,0.0
Campbell Cichosz,minnesota-state,0.0
Luigi Benincasa,minnesota-state,0.0
Evan Murr,minnesota-state,0.0
Jordan Ronn,minnesota-state,0.0
Alex Zetterberg,minnesota-state,0.0
Tristan Lemyre,minnesota-state,0.0
Mason LeBel,minnesota-state,0.0
Jacob Bonkowski,minnesota-state,0.0
Ean Somoza,minnesota-state,0.0
Jakob Stender,minnesota-state,0.0
Jack Smith,minnesota-state,0.0
Fin Williams,minnesota-state,0.0
Liam Hupka,minnesota-state,0.0
Sawyer Scholl,minnesota-state,0.0
Charlie Lurie,minnesota-state,0.0
Felikss Gavars,minnesota-state,0.0
Rylan Bonkowski,minnesota-state,0.0
Liam Watkins,minnesota-state,0.0
Easton Hewson,minnesota-state,0.0
Matthew Syverson,minnesota-state,0.0
Alex Tracy,minnesota-state,0.0
Max Beckford,minnesota-state,0.0
Ralfs Bergmanis,minnesota-state,0.0
Reid Morich,minnesota-state,0.0
Tate Pritchard,minnesota,0.0
John Whipple,minnesota,0.0
Jacob Rombach,minnesota,0.0
Beckett Hendrickson,minnesota,0.0
August Falloon,minnesota,0.0
Tanner Ludtke,minnesota,0.0
Max Rud,minnesota,0.0
Brody Lamb,minnesota,0.0
LJ Mooney,minnesota,0.0
John Mittelstadt,minnesota,0.0
Luke Mittelstadt,minnesota,0.0
Cal Thomas,minnesota,0.0
Jimmy Clark,minnesota,0.0
Finn McLaughlin,minnesota,0.0
Javon Moore,minnesota,0.0
Nathan Airey,minnesota,0.0
Zach Wiese,minnesota,0.0
Luca Di Pasquo,minnesota,0.0
Axel Begley,minnesota,0.0
Graham Harris,minnesota,0.0
Teddy Townsend,minnesota,0.0
Leo Gruba,minnesota,0.0
Erik Påhlsson,minnesota,0.0
Brodie Ziemer,minnesota,0.0
Mason Moe,minnesota,0.0
Kristian Coombs,new-hampshire,0.0
Alex Carr,new-hampshire,0.0
Ryan Philbrick,new-hampshire,0.0
Zach Hahn,new-hampshire,0.0
Marty Lavins,new-hampshire,0.0
Ryan MacPherson,new-hampshire,0.0
Reid Conn,new-hampshire,0.0
Jack Cronin,new-hampshire,0.0
Ronan Walsh,new-hampshire,0.0
Connor DeTurris,new-hampshire,0.0
Josh Player,new-hampshire,0.0
Oscar Plandowski,new-hampshire,0.0
J.P. Turner,new-hampshire,0.0
Kristaps Skrastins,new-hampshire,0.0
Brendan Fitzgerald,new-hampshire,0.0
Felix Gagnon,new-hampshire,0.0
Jason Siedem,new-hampshire,0.0
Morgan Winters,new-hampshire,0.0
Cy LeClerc,new-hampshire,0.0
Kyle Chauvette,new-hampshire,0.0
Nick Ring,new-hampshire,0.0
Jared Whale,new-hampshire,0.0
Sam Oliver,new-hampshire,0.0
Cam MacDonald,new-hampshire,0.0
Conner de Haro,new-hampshire,0.0
Jacob Newcombe,new-hampshire,0.0
Nick De Angelis,new-hampshire,0.0
Deivs Rolovs,niagara,0.0
Jonathan Ziskie,niagara,0.0
Mitchell Becker,niagara,0.0
Glebs Prohorenkovs,niagara,0.0
Cameron Eke,niagara,0.0
Nathan Oickle,niagara,0.0
Hunter Wallace,niagara,0.0
Ross Roloson,niagara,0.0
Grayson Dietrich,niagara,0.0
Marshall Finnie,niagara,0.0
Maxim Muranov,niagara,0.0
Andy Reist,niagara,0.0
Spencer Young,niagara,0.0
Drew Vieten,niagara,0.0
Tyson Zimmer,niagara,0.0
Dallon Melin,niagara,0.0
Lane Brockhoff,niagara,0.0
Nicholas Niemo,niagara,0.0
Declan McDonnell,niagara,0.0
Jacob Maillet,niagara,0.0
Ray Murakami,niagara,0.0
Ethan Lund,niagara,0.0
Mitchell Day,niagara,0.0
Tomas Anderson,niagara,0.0
Noah Hackett,niagara,0.0
Zach Sandy,north-dakota,0.0
Bennett Zmolek,north-dakota,0.0
Jayden Jubenvill,north-dakota,0.0
Jake Livanavage,north-dakota,0.0
EJ Emery,north-dakota,0.0
Mac Swanson,north-dakota,0.0
Ollie Josephson,north-dakota,0.0
Will Zellers,north-dakota,0.0
Ian Engel,north-dakota,0.0
Sam Laurila,north-dakota,0.0
Tyler Young,north-dakota,0.0
Jack Kernan,north-dakota,0.0
Andrew Strathmann,north-dakota,0.0
Cole Reschny,north-dakota,0.0
Keaton Verhoeff,north-dakota,0.0
Cody Croal,north-dakota,0.0
Cade Littler,north-dakota,0.0
Ben Strinden,north-dakota,0.0
David Klee,north-dakota,0.0
Josh Zakreski,north-dakota,0.0
Abram Wiebe,north-dakota,0.0
Dylan James,north-dakota,0.0
Anthony Menghini,north-dakota,0.0
Dalton Andrew,north-dakota,0.0
Ellis Rickwood,north-dakota,0.0
Gibson Homer,north-dakota,0.0
Jan Špunar,north-dakota,0.0
Quentin Sigurdson,northeastern,0.0
Joaquim Lemay,northeastern,0.0
Dylan Compton,northeastern,0.0
Jack Henry,northeastern,0.0
Grayson Badger,northeastern,0.0
Andy Moore,northeastern,0.0
James Fisher,northeastern,0.0
Noah Jones,northeastern,0.0
Ethan Fredericks,northeastern,0.0
Eli Sebastian,northeastern,0.0
Nolan Hayes,northeastern,0.0
Dylan Hryckowian,northeastern,0.0
Joe Connor,northeastern,0.0
Giacomo Martino,northeastern,0.0
Griffin Erdman,northeastern,0.0
Marc Lund,northeastern,0.0
Jack Pechar,northeastern,0.0
Vinny Borgesi,northeastern,0.0
Austen May,northeastern,0.0
Dylan Finlay,northeastern,0.0
Amine Hajibi,northeastern,0.0
Matt DellaRusso,northeastern,0.0
Lawton Zacher,northeastern,0.0
Matthew Perkins,northeastern,0.0
Jacob Mathieu,northeastern,0.0
Tyler Fukakusa,northeastern,0.0
Matthew Maltais,northeastern,0.0
Anthony Messuri,northeastern,0.0
William Gramme,northern-michigan,0.0
Joe Schiller,northern-michigan,0.0
Nicolas Ardanaz,northern-michigan,0.0
Warren Clark,northern-michigan,0.0
Grayden Daul,northern-michigan,0.0
Tynan Ewart,northern-michigan,0.0
Zane Demsey,northern-michigan,0.0
Mathew Ward,northern-michigan,0.0
Peter Cisar,northern-michigan,0.0
Medrick Bolduc,northern-michigan,0.0
Jakub Altrichter,northern-michigan,0.0
Grayden Slipec,northern-michigan,0.0
Caiden Gault,northern-michigan,0.0
Girts Silkalns,northern-michigan,0.0
Michael Burchill,northern-michigan,0.0
Tobias Pitka,northern-michigan,0.0
Anthony Cliche,northern-michigan,0.0
Tyler Stern,northern-michigan,0.0
Landon MacDonald,northern-michigan,0.0
Evan Johnson,northern-michigan,0.0
Kyle Bettens,northern-michigan,0.0
David Cote,northern-michigan,0.0
Danny Ciccarello,northern-michigan,0.0
Matthew Argentina,northern-michigan,0.0
Aidyn Hutchinson,northern-michigan,0.0
Oliver Auyeung-Ashton,northern-michigan,0.0
Jackson Fuller,northern-michigan,0.0
Jimmy Jurcev,notre-dame,0.0
Charles Pardue,notre-dame,0.0
Michael Mastrodomenico,notre-dame,0.0
Axel Kumlin,notre-dame,0.0
Drew Mackie,notre-dame,0.0
William Belle,notre-dame,0.0
Cole Brown,notre-dame,0.0
Danny Nelson,notre-dame,0.0
Henry Nelson,notre-dame,0.0
Brennan Ali,notre-dame,0.0
Maddox Fleming,notre-dame,0.0
Jayden Davis,notre-dame,0.0
Paul Fischer,notre-dame,0.0
Panayioti Fimis,notre-dame,0.0
Jack Larrigan,notre-dame,0.0
Evan Werner,notre-dame,0.0
Niko Jovanovic,notre-dame,0.0
Jaedon Kerr,notre-dame,0.0
Cole Knuble,notre-dame,0.0
Michael Schermerhorn,notre-dame,0.0
Dashel Oliver,notre-dame,0.0
Carter Slaggert,notre-dame,0.0
Caeden Carlisle,notre-dame,0.0
Sutter Muzzatti,notre-dame,0.0
Jack Williams,notre-dame,0.0
Luke Pearson,notre-dame,0.0
Nicholas Kempf,notre-dame,0.0
Dawson Labre,ohio-state,0.0
Chris Able,ohio-state,0.0
Ethan Straky,ohio-state,0.0
Chris Romaine,ohio-state,0.0
Nathan McBrayer,ohio-state,0.0
Riley Thompson,ohio-state,0.0
Thomas Weis,ohio-state,0.0
Jake Rozzi,ohio-state,0.0
Felix Caron,ohio-state,0.0
Adam Eisele,ohio-state,0.0
Max Montes,ohio-state,0.0
Landen Gunderson,ohio-state,0.0
James Hong,ohio-state,0.0
Bryce Ingles,ohio-state,0.0
Davis Burnside,ohio-state,0.0
Niall Crocker,ohio-state,0.0
Sam Deckhut,ohio-state,0.0
Samuel McGinley,ohio-state,0.0
William Smith,ohio-state,0.0
Ryan Gordon,ohio-state,0.0
Samuel Hillebrandt,ohio-state,0.0
Jake Karabela,ohio-state,0.0
Kristoffer Eberly,ohio-state,0.0
Nathan Lewis,ohio-state,0.0
Broten Sabo,ohio-state,0.0
Jake Dunlap,ohio-state,0.0
Will Craig,omaha,0.0
Hunter McInnes,omaha,0.0
Joe Gramer,omaha,0.0
Griffin Ludtke,omaha,0.0
Marcus Broberg,omaha,0.0
Cameron Briere,omaha,0.0
Jacob Guevin,omaha,0.0
Samuel Huo,omaha,0.0
Luke Woodworth,omaha,0.0
Jacob Slipec,omaha,0.0
Myles Hilman,omaha,0.0
Sean Tschigerl,omaha,0.0
Tyler Rollwagen,omaha,0.0
Aidan de la Gorgendiere,omaha,0.0
Maxime Pellerin,omaha,0.0
Marc Lajoie,omaha,0.0
Cam Mitchell,omaha,0.0
Chase LaPinta,omaha,0.0
Joel Plante,omaha,0.0
Simon Latkoczy,omaha,0.0
Trevor Wong,omaha,0.0
Spencer Sova,omaha,0.0
Brett Hyland,omaha,0.0
Marcus Nguyen,omaha,0.0
Dawson Cowan,omaha,0.0
Jeremy Loranger,omaha,0.0
Carter Schade,penn-state,0.0
Casey Aman,penn-state,0.0
Mac Gadowsky,penn-state,0.0
Jackson Smith,penn-state,0.0
Alex Servagno,penn-state,0.0
Keaton Peters,penn-state,0.0
Nick Fascia,penn-state,0.0
Luke Misa,penn-state,0.0
Ben Schoen,penn-state,0.0
Matt DiMarsico,penn-state,0.0
Charlie Cerrato,penn-state,0.0
Aiden Fink,penn-state,0.0
Dane Dowiak,penn-state,0.0
Braedon Ford,penn-state,0.0
Jarod Crespo,penn-state,0.0
Cade Christenson,penn-state,0.0
Reese Laubach,penn-state,0.0
John Seifarth,penn-state,0.0
Lev Katzin,penn-state,0.0
Joshua Fleming,penn-state,0.0
Kevin Reidler,penn-state,0.0
Nicholas Chin-DeGraves,penn-state,0.0
Gavin Mckenna,penn-state,0.0
Nolan Collins,penn-state,0.0
JJ Wiebusch,penn-state,0.0
Shea Van Olm,penn-state,0.0
Arthur Smith,princeton,0.0
Pat Reilly,princeton,0.0
David Ma,princeton,0.0
Ian Devlin,princeton,0.0
Kai Daniells,princeton,0.0
Tyler Rubin,princeton,0.0
Hans Martin Ulvebne,princeton,0.0
Malcolm Green,princeton,0.0
Jayden Sison,princeton,0.0
Jake Manfre,princeton,0.0
Drew Garzone,princeton,0.0
Carson Buydens,princeton,0.0
Julian Facchinelli,princeton,0.0
Brendan Gorman,princeton,0.0
Miles Gunty,princeton,0.0
Joshua Karnish,princeton,0.0
Seamus Latta,princeton,0.0
Kevin Anderson,princeton,0.0
Michael Young,princeton,0.0
Matt Souliere,princeton,0.0
Kai Greaves,princeton,0.0
David Jacobs,princeton,0.0
Nick Marciano,princeton,0.0
Luc Pelletier,princeton,0.0
Jaxson Ezman,princeton,0.0
Brendan Wang,princeton,0.0
Conor Callaghan,princeton,0.0
Brady Morris,princeton,0.0
Christopher Reiniger,princeton,0.0
Daniel Moor,princeton,0.0
Tomas Machu,providence,0.0
Alexander Bales,providence,0.0
Hudson Malinoski,providence,0.0
Donovan McCoy,providence,0.0
Graham Gamache,providence,0.0
Geno McEnery,providence,0.0
Aleksi Kivioja,providence,0.0
Will Elger,providence,0.0
Jonathan Fauchon,providence,0.0
Beau Jelsma,providence,0.0
Brendan Ross,providence,0.0
Tanner Adams,providence,0.0
Kale McCallum,providence,0.0
John Mustard,providence,0.0
Clint Levens,providence,0.0
Andrew Centrella,providence,0.0
Quinn Mantei,providence,0.0
Julius Sumpf,providence,0.0
Alex Rybakov,providence,0.0
Martin Masa,providence,0.0
Roger McQueen,providence,0.0
Jack Parsons,providence,0.0
Aaron Matthews,providence,0.0
Logan Sawyer,providence,0.0
Philip Svedebäck,providence,0.0
Drew Hockley,quinnipiac,0.0
William Gilson,quinnipiac,0.0
Logan McCutcheon,quinnipiac,0.0
Brady Schultz,quinnipiac,0.0
Charlie Leddy,quinnipiac,0.0
Elliott Groenewold,quinnipiac,0.0
Matthew McGroarty,quinnipiac,0.0
Tyler Borgula,quinnipiac,0.0
Aaron Schwartz,quinnipiac,0.0
Markus Vidicek,quinnipiac,0.0
Victor Czerneckianair,quinnipiac,0.0
Graham Sward,quinnipiac,0.0
Jeremy Wilmer,quinnipiac,0.0
Ben Riche,quinnipiac,0.0
Anthony Cipollone,quinnipiac,0.0
Ethan Wyttenbach,quinnipiac,0.0
Mason Marcellus,quinnipiac,0.0
Braden Blace,quinnipiac,0.0
Antonin Verreault,quinnipiac,0.0
Alex Power,quinnipiac,0.0
Nate Tivey,quinnipiac,0.0
Matthew Lansing,quinnipiac,0.0
Andon Cerbone,quinnipiac,0.0
Chris Pelosi,quinnipiac,0.0
Dylan Silverstein,quinnipiac,0.0
Samuel Scopa,quinnipiac,0.0
Matej Marinov,quinnipiac,0.0
Jimmy Goffredo,rensselaer,0.0
Matthew Jovanovic,rensselaer,0.0
Kaz Sobieski,rensselaer,0.0
Thomas Klassek,rensselaer,0.0
Gunnar VanDamme,rensselaer,0.0
Ethan Bono,rensselaer,0.0
Gustavs Ozolins,rensselaer,0.0
Rainers Rullers,rensselaer,0.0
Trevor Russell,rensselaer,0.0
Lucas Lemieux,rensselaer,0.0
Tyler Wallace,rensselaer,0.0
Jackson Kyrkostas,rensselaer,0.0
Matthew Buckley,rensselaer,0.0
Landen Hilditch,rensselaer,0.0
Jack Gorton,rensselaer,0.0
Dovar Tinling,rensselaer,0.0
Cole Gordon,rensselaer,0.0
Nate Krawchuk,rensselaer,0.0
Carson Dorfman,rensselaer,0.0
Bruno Bruveris,rensselaer,0.0
Brad McNeil,rensselaer,0.0
Filip Sitar,rensselaer,0.0
Lucas Matta,rensselaer,0.0
Jagger Tapper,rensselaer,0.0
Mathieu Bourgault,rensselaer,0.0
Alfred Lindberg,rensselaer,0.0
Ian Scherzer,rensselaer,0.0
Luc Wilson,rensselaer,0.0
Jakub Krbecek,rit,0.0
Brock Reinhart,rit,0.0
Ryan Williams,rit,0.0
Gustav Blom,rit,0.0
Boris Skalos,rit,0.0
Austin Brimmer,rit,0.0
Zach Wigle,rit,0.0
Philippe Jacques,rit,0.0
Caleb Elfering,rit,0.0
Simon Isabelle,rit,0.0
Tyler Mahan,rit,0.0
Adam Jeffery,rit,0.0
Ty Whyte,rit,0.0
Tristan Allen,rit,0.0
Kevin Scott,rit,0.0
Camden Bajzer,rit,0.0
Ben Roger,rit,0.0
Mathieu Cobetto-Roy,rit,0.0
Will Moore,rit,0.0
Christian Catalano,rit,0.0
Mason Croucher,rit,0.0
Alex Christopoulos,rit,0.0
Evan Konyen,rit,0.0
Crossley Stewart,rit,0.0
Xavier Lapointe,rit,0.0
Trent Burnham,rit,0.0
Collin Mackenzie,rit,0.0
Croix Kochendorfer,robert-morris,0.0
Michael Craig,robert-morris,0.0
Dominic Elliott,robert-morris,0.0
Greg Japchen,robert-morris,0.0
Luke van Why,robert-morris,0.0
Rasmus Larsson,robert-morris,0.0
John Babcock,robert-morris,0.0
Gabriel Lunn,robert-morris,0.0
Max Wattvil,robert-morris,0.0
J.R. Ashmead,robert-morris,0.0
Dario Beljo,robert-morris,0.0
Jackson Reineke,robert-morris,0.0
Julian Beaumont,robert-morris,0.0
Connor Gourley,robert-morris,0.0
George Krotiris,robert-morris,0.0
Patrick Johnson,robert-morris,0.0
Bruce McDonald,robert-morris,0.0
Tanner Klimpke,robert-morris,0.0
McKay Hayes,robert-morris,0.0
Cameron Garvey,robert-morris,0.0
Ryan Taylor,robert-morris,0.0
Zeke Nicholson,robert-morris,0.0
Braden Rourke,robert-morris,0.0
Trent Wilson,robert-morris,0.0
Michael Felsing,robert-morris,0.0
Lucas Massie,robert-morris,0.0
Charlie Schenkel,robert-morris,0.0
Lee Chiang,robert-morris,0.0
Luca Primerano,robert-morris,0.0
Ajeet Gundarah,sacred-heart,0.0
Aiden VanRooyan,sacred-heart,0.0
Paul Minnehan,sacred-heart,0.0
John Driscoll,sacred-heart,0.0
Luke Amell,sacred-heart,0.0
Mikey Adamson,sacred-heart,0.0
Chase Ramsay,sacred-heart,0.0
Josh Barnes,sacred-heart,0.0
Liam Lesakowski,sacred-heart,0.0
Jake Hewitt,sacred-heart,0.0
Gavin Bryant,sacred-heart,0.0
Jack Hillier,sacred-heart,0.0
Vitaly Levyy,sacred-heart,0.0
Jake Bongo,sacred-heart,0.0
David Brandes,sacred-heart,0.0
Noah Ellis,sacred-heart,0.0
Noah Van Vliet,sacred-heart,0.0
Ray Fust,sacred-heart,0.0
Michael Rubin,sacred-heart,0.0
Jeremi Tremblay,sacred-heart,0.0
Cole Galata,sacred-heart,0.0
Marcus Joughin,sacred-heart,0.0
Jack Spicer,sacred-heart,0.0
Teagan Kendrick,sacred-heart,0.0
Stephane Huard,sacred-heart,0.0
Connor Smith,sacred-heart,0.0
Felix Trudeau,sacred-heart,0.0
Charles Tardif,sacred-heart,0.0
Reid Pabich,sacred-heart,0.0
Ethan Wolthers,sacred-heart,0.0
Yan Shostak,st-cloud-state,0.0
Joseph Belisle,st-cloud-state,0.0
Finn Loftus,st-cloud-state,0.0
Tanner Henricks,st-cloud-state,0.0
Mason Reiners,st-cloud-state,0.0
Jack Reimann,st-cloud-state,0.0
Ocean Wallace,st-cloud-state,0.0
Noah Urness,st-cloud-state,0.0
Grant Ahcan,st-cloud-state,0.0
Ryan Rosborough,st-cloud-state,0.0
Tyson Gross,st-cloud-state,0.0
Josh Zinger,st-cloud-state,0.0
Barrett Hall,st-cloud-state,0.0
Ethan AuCoin,st-cloud-state,0.0
Aiden Welch,st-cloud-state,0.0
Verner Miettinen,st-cloud-state,0.0
Jack Rogers,st-cloud-state,0.0
Max Smolinski,st-cloud-state,0.0
Nolan Roed,st-cloud-state,0.0
Austin Burnevik,st-cloud-state,0.0
Thor Byfuglien,st-cloud-state,0.0
Cooper Wylie,st-cloud-state,0.0
Kaleb Tiessen,st-cloud-state,0.0
Gavyn Thoreson,st-cloud-state,0.0
James Gray,st-cloud-state,0.0
Adam Ingram,st-cloud-state,0.0
Patriks Berzins,st-cloud-state,0.0
Daimon Gardner,st-cloud-state,0.0
Cameron Smith,st-lawrence,0.0
Teddy Mallgrave,st-lawrence,0.0
Evan Orloff,st-lawrence,0.0
Andrew Brown,st-lawrence,0.0
Sam Hall,st-lawrence,0.0
Sam LeDrew,st-lawrence,0.0
Filip Juříček,st-lawrence,0.0
Rasmus Svartström,st-lawrence,0.0
Jakub Kopecký,st-lawrence,0.0
Cooper Pierson,st-lawrence,0.0
Cayden Casey,st-lawrence,0.0
Evan Mitchell,st-lawrence,0.0
Sam Frandina,st-lawrence,0.0
Gabe Westling,st-lawrence,0.0
Tyler Cristall,st-lawrence,0.0
Jacob Bernadet,st-lawrence,0.0
Frankie Carogioiello,st-lawrence,0.0
Isack Bandu,st-lawrence,0.0
Luke Santilli,st-lawrence,0.0
Jan Olenginski,st-lawrence,0.0
Spencer Bell,st-lawrence,0.0
Jack Babbage,st-lawrence,0.0
Jake Lammens,st-lawrence,0.0
Isaac Tremblay,st-lawrence,0.0
Nicholas Beneteau,st-lawrence,0.0
Gunnar Thoreson,st-lawrence,0.0
Colin Winn,st-lawrence,0.0
Mason Kucenski,st-lawrence,0.0
Jack Wieneke,st-lawrence,0.0
Jan Lasak,st-lawrence,0.0
William Ingemann,st-thomas,0.0
Colton Jamieson,st-thomas,0.0
Lucas Wahlin,st-thomas,0.0
Cole Miller,st-thomas,0.0
Hayes Hundley,st-thomas,0.0
Samuel Ranallo,st-thomas,0.0
Caige Sterzer,st-thomas,0.0
Casy Laylin,st-thomas,0.0
Mason Poolman,st-thomas,0.0
Ryan O'Neill,st-thomas,0.0
Alex Gaffney,st-thomas,0.0
Lucas Van Vliet,st-thomas,0.0
Jase Sofo,st-thomas,0.0
Quinton Pepper,st-thomas,0.0
Bauer Berry,st-thomas,0.0
Jake Braccini,st-thomas,0.0
Joshua Giuliani,st-thomas,0.0
Luc Laylin,st-thomas,0.0
Nick Williams,st-thomas,0.0
Carson Peters,st-thomas,0.0
Attila Lippai,st-thomas,0.0
Chase Cheslock,st-thomas,0.0
Luke Schelter,st-thomas,0.0
